sn,Site,Filename,time_start,time_end,freq_low,freq_high,classid,species,sound_class,GroundTruth,score_initial,score_reinforcement
251,GFN,GFN_20200221_010000.wav,194455,194649,457,1007,98,Otus lettia,S-01,1,0.46,0.319
252,GFN,GFN_20200221_030000.wav,520213,521540,1217,1718,101,Otus spilocephalus,S-01,1,0.768,0.751
253,GFN,GFN_20200221_050000.wav,515062,516119,1453,1889,101,Otus spilocephalus,S-01,1,0.826,0.708
254,GFN,GFN_20200221_210000.wav,259041,259913,1498,1871,101,Otus spilocephalus,S-01,0,0.16,0.127
255,GFN,GFN_20200221_230000.wav,364595,365000,841,1204,66,Glaucidium brodiei,S-01,0,0.112,0.158
256,GFN,GFN_20200222_000000.wav,512901,514649,1230,1735,101,Otus spilocephalus,S-01,1,0.527,0.804
257,GFN,GFN_20200222_170000.wav,594000,594241,388,799,116,Strix nivicolum,S-01,0,0.207,0.124
258,GFN,GFN_20200222_180000.wav,449995,451114,1297,1735,101,Otus spilocephalus,S-01,1,0.506,0
259,GFN,GFN_20200222_210000.wav,147727,148716,1381,1819,101,Otus spilocephalus,S-01,1,0.553,0.483
260,GFN,GFN_20200222_210000.wav,412201,413307,1453,1836,101,Otus spilocephalus,S-01,1,0.589,0.534
261,GFN,GFN_20200222_220000.wav,149680,150752,1270,1751,101,Otus spilocephalus,S-01,1,0.396,0.198
262,GFN,GFN_20200223_210000.wav,240803,241890,1395,1802,101,Otus spilocephalus,S-01,1,0.137,0.421
263,GFN,GFN_20200223_220000.wav,254416,255450,1438,1819,101,Otus spilocephalus,S-01,1,0.57,0.197
264,GFN,GFN_20200223_220000.wav,458044,459000,1270,1735,101,Otus spilocephalus,S-01,1,0.103,0
265,GFN,GFN_20200223_230000.wav,160401,160628,403,1030,98,Otus lettia,S-01,1,0.45,0.343
266,GFN,GFN_20200223_230000.wav,232725,232936,489,1030,98,Otus lettia,S-01,1,0.61,0.661
267,GFN,GFN_20200223_230000.wav,408895,409135,547,1078,98,Otus lettia,S-01,1,0.666,0.693
268,GFN,GFN_20200224_000000.wav,372929,374146,1297,1751,101,Otus spilocephalus,S-01,1,0.243,0.269
269,GFN,GFN_20200224_010000.wav,370730,371933,1270,1685,101,Otus spilocephalus,S-01,1,0.414,0.146
270,GFN,GFN_20200224_010000.wav,593424,593638,481,1019,98,Otus lettia,S-01,1,0.649,0.587
271,GFN,GFN_20200224_020000.wav,246185,247505,1352,1768,101,Otus spilocephalus,S-01,1,0.34,0.204
272,GFN,GFN_20200224_050000.wav,136542,137600,1498,1854,101,Otus spilocephalus,S-01,1,0.638,0.253
273,GFN,GFN_20200225_000000.wav,20050,20966,1483,1785,101,Otus spilocephalus,S-01,0,0.111,0.108
274,GFN,GFN_20200225_000000.wav,339192,341183,1284,1802,101,Otus spilocephalus,S-01,1,0.532,0.189
275,GFN,GFN_20200225_010000.wav,142000,142769,1270,1768,101,Otus spilocephalus,S-01,0,0.1,0
276,GFN,GFN_20200225_030000.wav,315874,316982,1297,1768,101,Otus spilocephalus,S-01,1,0.525,0.503
277,GFN,GFN_20200225_040000.wav,230310,232181,1230,1751,101,Otus spilocephalus,S-01,1,0.344,0.107
278,GFN,GFN_20200225_040000.wav,465613,466973,1284,1735,101,Otus spilocephalus,S-01,1,0.317,0.241
279,GFN,GFN_20200225_210000.wav,562000,562564,1513,1854,101,Otus spilocephalus,S-01,1,0.226,0.146
280,GFN,GFN_20200225_220000.wav,121514,122532,1438,1819,101,Otus spilocephalus,S-01,1,0.176,0.321
281,GFN,GFN_20200226_000000.wav,126000,126378,1558,1907,101,Otus spilocephalus,S-01,1,0.141,0.116
282,GFN,GFN_20200226_030000.wav,286789,287799,1483,1907,101,Otus spilocephalus,S-01,1,0.683,0.346
283,GFN,GFN_20200226_030000.wav,368495,369753,1217,1819,101,Otus spilocephalus,S-01,1,0.843,0.815
284,GFN,GFN_20200226_030000.wav,531495,532776,1204,1785,101,Otus spilocephalus,S-01,1,0.887,0.836
285,GFN,GFN_20200226_050000.wav,13576,14862,1217,1718,101,Otus spilocephalus,S-01,1,0.382,0.672
286,GFN,GFN_20200226_060000.wav,238622,239000,302,830,116,Strix nivicolum,S-01,0,0.347,0.265
287,GFN,GFN_20200227_020000.wav,583579,584911,1204,1685,101,Otus spilocephalus,S-01,1,0.535,0.553
288,GFN,GFN_20200227_180000.wav,547681,548931,1284,1735,101,Otus spilocephalus,S-01,1,0.561,0.419
289,GFN,GFN_20200227_190000.wav,242761,243938,1352,1802,101,Otus spilocephalus,S-01,1,0.372,0.186
290,GFN,GFN_20200227_220000.wav,340791,341961,1438,1819,101,Otus spilocephalus,S-01,1,0.184,0
291,GFN,GFN_20200227_230000.wav,448606,448835,489,1019,98,Otus lettia,S-01,1,0.159,0.352
292,GFN,GFN_20200228_020000.wav,261528,264181,1243,1751,101,Otus spilocephalus,S-01,1,0.294,0.409
293,GFN,GFN_20200228_030000.wav,569007,570245,1257,1685,101,Otus spilocephalus,S-01,1,0.333,0.392
294,GFN,GFN_20200228_180000.wav,56300,56589,581,1103,98,Otus lettia,S-01,1,0.443,0.49
295,GFN,GFN_20200228_190000.wav,515686,516546,1395,1751,101,Otus spilocephalus,S-01,1,0.169,0.112
296,GFN,GFN_20200228_220000.wav,502362,502624,530,1066,98,Otus lettia,S-01,1,0.576,0.485
297,GFN,GFN_20200228_220000.wav,587229,587436,481,1019,98,Otus lettia,S-01,1,0.508,0.568
298,GFN,GFN_20200228_230000.wav,82766,82986,449,1019,98,Otus lettia,S-01,1,0.561,0.12
299,GFN,GFN_20200228_230000.wav,116689,118092,1284,1718,101,Otus spilocephalus,S-01,1,0.685,0.464
300,GFN,GFN_20200228_230000.wav,212617,212830,457,1019,98,Otus lettia,S-01,1,0.572,0.69
301,GFN,GFN_20200228_230000.wav,269227,269459,489,1019,98,Otus lettia,S-01,1,0.659,0.71
302,GFN,GFN_20200228_230000.wav,312656,312865,481,1019,98,Otus lettia,S-01,1,0.756,0.707
303,GFN,GFN_20200228_230000.wav,323208,323415,489,995,98,Otus lettia,S-01,1,0.646,0.729
304,GFN,GFN_20200228_230000.wav,474865,475092,457,1019,98,Otus lettia,S-01,1,0.507,0.582
305,GFN,GFN_20200228_230000.wav,581729,581924,530,995,98,Otus lettia,S-01,1,0.284,0.274
306,GFN,GFN_20200229_000000.wav,2167,2388,449,984,98,Otus lettia,S-01,1,0.365,0.227
307,GFN,GFN_20200229_000000.wav,161259,163025,1381,1819,101,Otus spilocephalus,S-01,1,0.142,0.191
308,GFN,GFN_20200229_000000.wav,337034,338057,1438,1802,101,Otus spilocephalus,S-01,1,0.234,0.231
309,GFN,GFN_20200229_030000.wav,28519,29000,1257,1802,101,Otus spilocephalus,S-01,1,0.336,0.399
310,GFN,GFN_20200229_060000.wav,345294,347286,830,1230,66,Glaucidium brodiei,S-01,1,0.7,0.317
311,GFN,GFN_20200229_220000.wav,59002,60000,1367,1802,101,Otus spilocephalus,S-01,1,0.275,0.167
312,GFN,GFN_20200301_050000.wav,92259,93587,1153,1751,101,Otus spilocephalus,S-01,1,0.771,0.785
313,GFN,GFN_20200302_220000.wav,475241,476576,1257,1751,101,Otus spilocephalus,S-01,1,0.329,0.507
314,GFN,GFN_20200302_220000.wav,560936,562421,1284,1751,101,Otus spilocephalus,S-01,1,0.146,0
315,GFN,GFN_20200303_190000.wav,503888,504933,1424,1871,101,Otus spilocephalus,S-01,1,0.443,0.138
316,GFN,GFN_20200304_000000.wav,469043,469931,1483,1819,101,Otus spilocephalus,S-01,1,0.417,0.218
317,GFN,GFN_20200304_020000.wav,257124,258153,1352,1768,101,Otus spilocephalus,S-01,1,0.456,0.274
318,GFN,GFN_20200304_040000.wav,520179,521294,1230,1653,101,Otus spilocephalus,S-01,1,0.155,0.307
319,GFN,GFN_20200304_050000.wav,420179,421752,1284,1735,101,Otus spilocephalus,S-01,1,0.445,0.439
320,GFN,GFN_20200308_000000.wav,36034,37030,1424,1819,101,Otus spilocephalus,S-01,1,0.24,0
321,GFN,GFN_20200308_030000.wav,229314,230436,1311,1718,101,Otus spilocephalus,S-01,1,0.107,0
322,GFN,GFN_20200308_060000.wav,200000,200392,916,1257,66,Glaucidium brodiei,S-01,0,0.189,0.2
323,GFN,GFN_20200309_010000.wav,471468,473261,830,1217,66,Glaucidium brodiei,S-01,1,0.627,0.665
324,GFN,GFN_20200309_200000.wav,522000,522227,1311,1802,101,Otus spilocephalus,S-01,1,0.344,0.126
325,GFN,GFN_20200309_210000.wav,409452,410319,1367,1836,101,Otus spilocephalus,S-01,1,0.427,0.448
326,GFN,GFN_20200309_220000.wav,46007,46564,1498,1819,101,Otus spilocephalus,S-01,1,0.404,0
327,GFN,GFN_20200310_050000.wav,81273,82291,1453,1768,101,Otus spilocephalus,S-01,1,0.388,0.212
328,GFN,GFN_20200311_200000.wav,20002,21236,1243,1802,101,Otus spilocephalus,S-01,1,0.544,0.686
329,GFN,GFN_20200311_210000.wav,589982,591617,1230,1785,101,Otus spilocephalus,S-01,1,0.72,0.437
330,GFN,GFN_20200313_000000.wav,242238,243000,1468,1836,101,Otus spilocephalus,S-01,1,0.351,0
331,GFN,GFN_20200313_000000.wav,577929,578727,1468,1836,101,Otus spilocephalus,S-01,1,0.597,0.309
332,GFN,GFN_20200313_010000.wav,82874,83858,1468,1836,101,Otus spilocephalus,S-01,0,0.128,0
333,GFN,GFN_20200313_020000.wav,460649,461000,873,1230,66,Glaucidium brodiei,S-01,0,0.403,0
334,GFN,GFN_20200313_050000.wav,391069,393401,779,1217,66,Glaucidium brodiei,S-01,1,0.325,0.244
335,GFN,GFN_20200316_060000.wav,51822,52000,441,799,116,Strix nivicolum,S-01,0,0.164,0
336,GFN,GFN_20200316_190000.wav,41082,42085,1409,1854,101,Otus spilocephalus,S-01,1,0.825,0.732
337,GFN,GFN_20200316_200000.wav,522215,523561,1270,1735,101,Otus spilocephalus,S-01,0,0.112,0
338,GFN,GFN_20200316_210000.wav,400931,401000,441,841,116,Strix nivicolum,S-01,0,0.21,0.118
339,GFN,GFN_20200316_220000.wav,220839,221170,426,810,116,Strix nivicolum,S-01,0,0.333,0.522
340,GFN,GFN_20200316_220000.wav,523945,524000,395,789,116,Strix nivicolum,S-01,0,0.245,0
341,GFN,GFN_20200317_000000.wav,238216,239108,1468,1854,101,Otus spilocephalus,S-01,1,0.746,0.356
342,GFN,GFN_20200317_000000.wav,281874,282849,1483,1836,101,Otus spilocephalus,S-01,1,0.504,0.179
343,GFN,GFN_20200317_000000.wav,565273,566188,1483,1854,101,Otus spilocephalus,S-01,1,0.739,0.4
344,GFN,GFN_20200317_010000.wav,191515,192284,1468,1836,101,Otus spilocephalus,S-01,1,0.493,0.162
345,GFN,GFN_20200317_010000.wav,326151,327572,1453,1871,101,Otus spilocephalus,S-01,1,0.337,0
346,GFN,GFN_20200317_220000.wav,522186,523602,1153,1871,101,Otus spilocephalus,S-01,1,0.894,0.816
347,GFN,GFN_20200317_220000.wav,569459,570904,1178,1802,101,Otus spilocephalus,S-01,1,0.895,0.843
348,GFN,GFN_20200318_030000.wav,212007,212803,1409,1871,101,Otus spilocephalus,S-01,1,0.576,0.332
349,GFN,GFN_20200318_050000.wav,66666,67917,1270,1751,101,Otus spilocephalus,S-01,1,0.408,0.326
350,GFN,GFN_20200318_050000.wav,583578,585314,1230,1751,101,Otus spilocephalus,S-01,1,0.375,0
351,GFN,GFN_20200318_200000.wav,457224,457417,465,1042,98,Otus lettia,S-01,0,0.306,0
352,GFN,GFN_20200318_230000.wav,303713,304966,1381,1802,101,Otus spilocephalus,S-01,1,0.259,0.49
353,GFN,GFN_20200319_020000.wav,391387,392691,1284,1718,101,Otus spilocephalus,S-01,1,0.199,0.361
354,GFN,GFN_20200319_040000.wav,206837,207856,1468,1889,101,Otus spilocephalus,S-01,1,0.117,0.151
355,GFN,GFN_20200319_040000.wav,353888,354831,1513,1871,101,Otus spilocephalus,S-01,1,0.608,0.291
356,GFN,GFN_20200322_200000.wav,62336,63284,1468,1854,101,Otus spilocephalus,S-01,1,0.639,0.658
357,GFN,GFN_20200322_200000.wav,145794,146000,418,779,116,Strix nivicolum,S-01,0,0.666,0
358,GFN,GFN_20200323_010000.wav,75720,76668,1498,1889,101,Otus spilocephalus,S-01,1,0.794,0.435
359,GFN,GFN_20200323_030000.wav,140055,141545,1257,1685,101,Otus spilocephalus,S-01,1,0.402,0.103
360,GFN,GFN_20200324_230000.wav,193404,194915,1270,1718,101,Otus spilocephalus,S-01,1,0.592,0.151
361,GFN,GFN_20200325_000000.wav,198048,199224,1243,1685,101,Otus spilocephalus,S-01,1,0.804,0.539
362,GFN,GFN_20200325_040000.wav,538755,539993,1257,1768,101,Otus spilocephalus,S-01,1,0.562,0.55
363,GFN,GFN_20200325_050000.wav,549557,551388,1243,1735,101,Otus spilocephalus,S-01,1,0.292,0.522
364,GFN,GFN_20200328_020000.wav,468686,470142,1270,1751,101,Otus spilocephalus,S-01,1,0.28,0.325
365,GFN,GFN_20200329_010000.wav,594372,595636,1243,1802,101,Otus spilocephalus,S-01,1,0.746,0.724
366,GFN,GFN_20200329_220000.wav,395048,396437,1204,1768,101,Otus spilocephalus,S-01,1,0.867,0.804
367,GFN,GFN_20200329_220000.wav,450146,451382,1217,1785,101,Otus spilocephalus,S-01,1,0.89,0.8
368,GFN,GFN_20200330_050000.wav,99812,100918,1230,1718,101,Otus spilocephalus,S-01,1,0.752,0.427
369,GFN,GFN_20200331_020000.wav,397681,399133,1191,1685,101,Otus spilocephalus,S-01,1,0.633,0.579
370,GFN,GFN_20200331_190000.wav,411177,412332,1498,1871,101,Otus spilocephalus,S-01,1,0.671,0.427
371,GFN,GFN_20200331_200000.wav,42275,44112,1243,1735,101,Otus spilocephalus,S-01,1,0.471,0.3
372,GFN,GFN_20200401_000000.wav,244014,245160,1257,1701,101,Otus spilocephalus,S-01,1,0.249,0
373,GFN,GFN_20200401_050000.wav,285289,287161,820,1191,66,Glaucidium brodiei,S-01,1,0.784,0.688
374,GFN,GFN_20200402_030000.wav,516984,518311,1243,1701,101,Otus spilocephalus,S-01,1,0.307,0.271
375,GFN,GFN_20200402_040000.wav,580555,581730,1325,1802,101,Otus spilocephalus,S-01,1,0.736,0.123
376,GFN,GFN_20200402_050000.wav,505195,507064,799,1217,66,Glaucidium brodiei,S-01,1,0.786,0.777
377,GFN,GFN_20200402_220000.wav,578548,579649,1381,1802,101,Otus spilocephalus,S-01,1,0.316,0.446
378,GFN,GFN_20200403_060000.wav,5982,6491,151,481,115,Strix leptogrammica,S-01,0,0.573,0
379,GFN,GFN_20200403_060000.wav,26659,27311,168,489,115,Strix leptogrammica,S-01,0,0.548,0
380,GFN,GFN_20200403_220000.wav,295858,296037,513,1030,98,Otus lettia,S-01,0,0.286,0
381,GFN,GFN_20200405_060000.wav,8000,8103,174,505,115,Strix leptogrammica,S-01,0,0.506,0.308
382,GFN,GFN_20200405_060000.wav,79025,79533,192,497,115,Strix leptogrammica,S-01,0,0.276,0
383,GFN,GFN_20200405_060000.wav,125760,126483,162,505,115,Strix leptogrammica,S-01,0,0.581,0
384,GFN,GFN_20200405_060000.wav,287144,287716,174,522,115,Strix leptogrammica,S-01,0,0.69,0
385,GFN,GFN_20200405_060000.wav,303810,304284,162,497,115,Strix leptogrammica,S-01,0,0.56,0.202
386,GFN,GFN_20200406_010000.wav,422021,422947,1381,1785,101,Otus spilocephalus,S-01,1,0.169,0.223
387,GFN,GFN_20200406_010000.wav,583275,584265,1297,1735,101,Otus spilocephalus,S-01,1,0.655,0.464
388,GFN,GFN_20200406_050000.wav,66218,66411,497,1054,98,Otus lettia,S-01,1,0.669,0.645
389,GFN,GFN_20200406_060000.wav,10908,11404,151,489,115,Strix leptogrammica,S-01,0,0.563,0
390,GFN,GFN_20200406_060000.wav,90362,90979,157,497,115,Strix leptogrammica,S-01,0,0.714,0
391,GFN,GFN_20200406_060000.wav,125947,126551,122,473,115,Strix leptogrammica,S-01,0,0.758,0
392,GFN,GFN_20200406_060000.wav,351970,352514,157,497,115,Strix leptogrammica,S-01,0,0.676,0
393,GFN,GFN_20200406_060000.wav,360432,360986,145,489,115,Strix leptogrammica,S-01,0,0.301,0
394,GFN,GFN_20200406_060000.wav,395297,395764,162,497,115,Strix leptogrammica,S-01,0,0.605,0
395,GFN,GFN_20200406_060000.wav,440736,441154,157,505,115,Strix leptogrammica,S-01,0,0.663,0
396,GFN,GFN_20200406_060000.wav,444578,445039,139,489,115,Strix leptogrammica,S-01,0,0.542,0
397,GFN,GFN_20200406_060000.wav,504528,505023,162,513,115,Strix leptogrammica,S-01,0,0.458,0
398,GFN,GFN_20200406_060000.wav,544707,545195,162,505,115,Strix leptogrammica,S-01,0,0.629,0.217
399,GFN,GFN_20200406_060000.wav,546528,547023,145,505,115,Strix leptogrammica,S-01,0,0.735,0
400,GFN,GFN_20200406_060000.wav,585874,586360,174,505,115,Strix leptogrammica,S-01,0,0.679,0
401,GFN,GFN_20200408_020000.wav,340021,341741,873,1243,66,Glaucidium brodiei,S-01,1,0.181,0
402,GFN,GFN_20200408_020000.wav,377941,380002,841,1257,66,Glaucidium brodiei,S-01,1,0.329,0.269
403,GFN,GFN_20200408_020000.wav,386000,386343,873,1230,66,Glaucidium brodiei,S-01,1,0.274,0.164
404,GFN,GFN_20200408_040000.wav,33289,35278,830,1217,66,Glaucidium brodiei,S-01,1,0.706,0.607
405,GFN,GFN_20200408_040000.wav,86021,87314,830,1217,66,Glaucidium brodiei,S-01,1,0.791,0.75
406,GFN,GFN_20200408_060000.wav,199273,199966,157,481,115,Strix leptogrammica,S-01,0,0.282,0
407,GFN,GFN_20200408_060000.wav,334888,335485,162,497,115,Strix leptogrammica,S-01,0,0.681,0
408,GFN,GFN_20200408_060000.wav,372594,373000,151,481,115,Strix leptogrammica,S-01,0,0.314,0
409,GFN,GFN_20200408_060000.wav,593603,594250,151,473,115,Strix leptogrammica,S-01,0,0.7,0.28
410,GFN,GFN_20200408_190000.wav,228000,228076,380,1019,98,Otus lettia,S-01,0,0.104,0
411,GFN,GFN_20200408_220000.wav,365961,367156,1217,1685,101,Otus spilocephalus,S-01,1,0.502,0.11
412,GFN,GFN_20200411_050000.wav,330000,330193,122,457,115,Strix leptogrammica,S-01,0,0.32,0
413,GFN,GFN_20200411_050000.wav,506390,507057,111,473,115,Strix leptogrammica,S-01,0,0.503,0.345
414,GFN,GFN_20200411_060000.wav,221735,222208,122,481,115,Strix leptogrammica,S-01,0,0.669,0.111
415,GFN,GFN_20200411_060000.wav,270429,270661,388,729,88,Ninox japonica,S-01,0,0.353,0.188
416,GFN,GFN_20200411_060000.wav,523549,524078,117,481,115,Strix leptogrammica,S-01,0,0.508,0
417,GFN,GFN_20200413_200000.wav,577807,578000,441,799,116,Strix nivicolum,S-01,0,0.361,0
418,GFN,GFN_20200413_230000.wav,536562,536796,465,1042,98,Otus lettia,S-01,0,0.305,0.143
419,GFN,GFN_20200414_020000.wav,90000,90241,366,769,116,Strix nivicolum,S-01,0,0.157,0.152
420,GFN,GFN_20200414_030000.wav,207454,207739,473,789,116,Strix nivicolum,S-01,0,0.219,0
421,GFN,GFN_20200414_050000.wav,529197,529817,111,441,115,Strix leptogrammica,S-01,0,0.497,0
422,GFN,GFN_20200414_060000.wav,384833,385360,133,497,115,Strix leptogrammica,S-01,0,0.234,0
423,GFN,GFN_20200414_060000.wav,406366,406890,139,481,115,Strix leptogrammica,S-01,0,0.695,0
424,GFN,GFN_20200414_060000.wav,531000,531138,128,489,115,Strix leptogrammica,S-01,0,0.272,0
425,GFN,GFN_20200415_020000.wav,263259,264400,1230,1768,101,Otus spilocephalus,S-01,1,0.743,0.753
426,GFN,GFN_20200415_170000.wav,431000,431083,388,779,116,Strix nivicolum,S-01,0,0.396,0.133
427,GFN,GFN_20200415_170000.wav,593879,594181,373,789,116,Strix nivicolum,S-01,0,0.708,0.562
428,GFN,GFN_20200415_200000.wav,295604,296821,1438,1802,101,Otus spilocephalus,S-01,1,0.454,0
429,GFN,GFN_20200415_230000.wav,64533,65000,1178,1768,101,Otus spilocephalus,S-01,1,0.539,0.62
430,GFN,GFN_20200416_220000.wav,311775,312046,626,1128,98,Otus lettia,S-01,0,0.293,0
431,GFN,GFN_20200417_020000.wav,140211,141567,1243,1751,101,Otus spilocephalus,S-01,1,0.801,0.772
432,GFN,GFN_20200417_170000.wav,186255,186778,289,749,116,Strix nivicolum,S-01,0,0.235,0
433,GFN,GFN_20200417_170000.wav,188750,189265,302,769,116,Strix nivicolum,S-01,0,0.359,0.417
434,GFN,GFN_20200417_170000.wav,224428,224862,302,720,116,Strix nivicolum,S-01,0,0.445,0.72
435,GFN,GFN_20200417_170000.wav,230380,230854,282,759,116,Strix nivicolum,S-01,0,0.728,0.795
436,GFN,GFN_20200417_170000.wav,268482,268957,316,830,116,Strix nivicolum,S-01,0,0.406,0.684
437,GFN,GFN_20200417_170000.wav,272256,272716,295,841,116,Strix nivicolum,S-01,0,0.588,0.789
438,GFN,GFN_20200417_170000.wav,276064,276500,295,749,116,Strix nivicolum,S-01,0,0.815,0.693
439,GFN,GFN_20200417_170000.wav,278631,279071,275,759,116,Strix nivicolum,S-01,0,0.756,0.731
440,GFN,GFN_20200417_170000.wav,316314,316761,289,759,116,Strix nivicolum,S-01,0,0.67,0.27
441,GFN,GFN_20200417_170000.wav,317558,318000,282,729,116,Strix nivicolum,S-01,0,0.447,0.823
442,GFN,GFN_20200417_170000.wav,318707,319153,337,769,116,Strix nivicolum,S-01,0,0.207,0.213
443,GFN,GFN_20200417_170000.wav,319778,320170,295,779,116,Strix nivicolum,S-01,0,0.673,0.832
444,GFN,GFN_20200417_170000.wav,320851,321346,295,729,116,Strix nivicolum,S-01,0,0.395,0.805
445,GFN,GFN_20200417_170000.wav,506398,506863,309,739,116,Strix nivicolum,S-01,0,0.489,0.17
446,GFN,GFN_20200417_230000.wav,135780,136000,380,820,116,Strix nivicolum,S-01,0,0.139,0
447,GFN,GFN_20200418_020000.wav,190000,191508,1311,1802,101,Otus spilocephalus,S-01,1,0.7,0.704
448,GFN,GFN_20200418_060000.wav,120037,120567,128,465,115,Strix leptogrammica,S-01,0,0.255,0
449,GFN,GFN_20200418_060000.wav,122083,122567,157,497,115,Strix leptogrammica,S-01,0,0.63,0
450,GFN,GFN_20200418_060000.wav,252000,252432,122,457,115,Strix leptogrammica,S-01,0,0.347,0
451,GFN,GFN_20200418_060000.wav,258517,258993,157,489,115,Strix leptogrammica,S-01,0,0.675,0
452,GFN,GFN_20200418_060000.wav,260730,261231,133,489,115,Strix leptogrammica,S-01,0,0.57,0
453,GFN,GFN_20200418_060000.wav,353709,354204,145,481,115,Strix leptogrammica,S-01,0,0.618,0
454,GFN,GFN_20200418_060000.wav,498735,499208,133,497,115,Strix leptogrammica,S-01,0,0.425,0
455,GFN,GFN_20200418_060000.wav,501021,501447,139,473,115,Strix leptogrammica,S-01,0,0.222,0
456,GFN,GFN_20200418_060000.wav,584736,585273,128,473,115,Strix leptogrammica,S-01,0,0.674,0
457,GFN,GFN_20200418_060000.wav,586922,587415,128,481,115,Strix leptogrammica,S-01,0,0.53,0
458,GFN,GFN_20200418_190000.wav,223514,224929,1178,1718,101,Otus spilocephalus,S-01,1,0.662,0.35
459,GFN,GFN_20200418_190000.wav,355268,356452,1297,1718,101,Otus spilocephalus,S-01,1,0.412,0.471
460,GFN,GFN_20200419_050000.wav,137911,138000,1468,1854,101,Otus spilocephalus,S-01,0,0.231,0
461,GFN,GFN_20200419_060000.wav,62706,63201,168,505,115,Strix leptogrammica,S-01,0,0.708,0.526
462,GFN,GFN_20200419_060000.wav,98768,99462,157,513,115,Strix leptogrammica,S-01,0,0.451,0.164
463,GFN,GFN_20200419_060000.wav,174493,174947,168,505,115,Strix leptogrammica,S-01,0,0.297,0.212
464,GFN,GFN_20200419_060000.wav,278720,279140,168,513,115,Strix leptogrammica,S-01,0,0.572,0.473
465,GFN,GFN_20200419_060000.wav,283083,283703,162,497,115,Strix leptogrammica,S-01,0,0.515,0
466,GFN,GFN_20200419_060000.wav,438894,439436,162,497,115,Strix leptogrammica,S-01,0,0.378,0.199
467,GFN,GFN_20200419_060000.wav,440982,441532,168,513,115,Strix leptogrammica,S-01,0,0.435,0
468,GFN,GFN_20200419_060000.wav,540941,541587,168,497,115,Strix leptogrammica,S-01,0,0.597,0.124
469,GFN,GFN_20200419_060000.wav,586869,587000,168,513,115,Strix leptogrammica,S-01,0,0.184,0
470,GFN,GFN_20200419_170000.wav,393378,393587,522,820,88,Ninox japonica,S-01,0,0.497,0.225
471,GFN,GFN_20200419_220000.wav,235059,235369,457,779,116,Strix nivicolum,S-01,0,0.733,0.372
472,GFN,GFN_20200423_050000.wav,167151,167593,249,789,116,Strix nivicolum,S-01,0,0.463,0.671
473,GFN,GFN_20200423_050000.wav,173778,174232,275,759,116,Strix nivicolum,S-01,0,0.296,0.109
474,GFN,GFN_20200423_050000.wav,174989,175450,289,710,116,Strix nivicolum,S-01,0,0.262,0.115
475,GFN,GFN_20200423_050000.wav,228901,229369,269,820,116,Strix nivicolum,S-01,0,0.426,0
476,GFN,GFN_20200423_050000.wav,236323,236744,282,789,116,Strix nivicolum,S-01,0,0.565,0.142
477,GFN,GFN_20200423_050000.wav,256197,256704,275,759,116,Strix nivicolum,S-01,0,0.26,0
478,GFN,GFN_20200423_050000.wav,280225,280693,275,799,116,Strix nivicolum,S-01,0,0.55,0
479,GFN,GFN_20200423_050000.wav,283943,284506,316,653,115,Strix leptogrammica,S-01,0,0.372,0
480,GFN,GFN_20200423_050000.wav,319413,319897,275,759,116,Strix nivicolum,S-01,0,0.343,0
481,GFN,GFN_20200423_050000.wav,358638,359133,255,739,116,Strix nivicolum,S-01,0,0.555,0.105
482,GFN,GFN_20200423_050000.wav,379005,379499,289,779,116,Strix nivicolum,S-01,0,0.705,0
483,GFN,GFN_20200423_050000.wav,409375,409817,275,710,116,Strix nivicolum,S-01,0,0.595,0
